"country","species","indoor_host","outdoor_host","combined_host","host_unit","indoor_biting","outdoor_biting","indoor_outdoor_biting_units","combined_1830_2130","combined_2130_0030","combined_0030_0330","combined_0330_0630","citation"
"Senegal","Anopheles arabiensis",68,NA,NA,"HBI (%)",57.6,42.4,"%","","","","","Lemasson, J.J., Fontenille, D., Lochouarn, L., Dia, I., Simard, F., Ba, K., Diop, A., Diatta, M. and Molez, J.F. (1997).  Comparison of behavior and vector efficiency of Anopheles gambiae and An. arabiensis (Diptera:Culicidae) in Barkedji, a Sahelian area of Senegal. Journal of Medical Entomology, 34(4):396-403"
"Senegal","Anopheles gambiae",62.1,NA,NA,"HBI (%)",56.4,43.6,"%","","","","","Lemasson, J.J., Fontenille, D., Lochouarn, L., Dia, I., Simard, F., Ba, K., Diop, A., Diatta, M. and Molez, J.F. (1997).  Comparison of behavior and vector efficiency of Anopheles gambiae and An. arabiensis (Diptera:Culicidae) in Barkedji, a Sahelian area of Senegal. Journal of Medical Entomology, 34(4):396-403"
"Senegal","Anopheles arabiensis",73.8,NA,NA,"HBI (%)",58.2,41.8,"%","","","","","Fontenille, D., Lochouarn, L., Diatta, M., Sokhna, C., Dia, I., Diagne, N., Lemasson, J.J., Ba, K., Tall, A., Rogier, C. and Trape, J.F. (1997).  Four years' entomological study of the transmission of seasonal malaria in Senegal and the bionomics of Anopheles gambiae and A. arabiensis. Transactions of the Royal Society of Tropical Medicine and Hygiene, 91(6):647-52"
"Senegal","Anopheles funestus complex",NA,NA,NA,"",49.1,50.9,"%","","","","","Fontenille, D., Lochouarn, L., Diatta, M., Sokhna, C., Dia, I., Diagne, N., Lemasson, J.J., Ba, K., Tall, A., Rogier, C. and Trape, J.F. (1997).  Four years' entomological study of the transmission of seasonal malaria in Senegal and the bionomics of Anopheles gambiae and A. arabiensis. Transactions of the Royal Society of Tropical Medicine and Hygiene, 91(6):647-52"
"Senegal","Anopheles gambiae",74.2,NA,NA,"HBI (%)",56,44,"%","","","","","Fontenille, D., Lochouarn, L., Diatta, M., Sokhna, C., Dia, I., Diagne, N., Lemasson, J.J., Ba, K., Tall, A., Rogier, C. and Trape, J.F. (1997).  Four years' entomological study of the transmission of seasonal malaria in Senegal and the bionomics of Anopheles gambiae and A. arabiensis. Transactions of the Royal Society of Tropical Medicine and Hygiene, 91(6):647-52"
"Madagascar","Anopheles arabiensis",NA,NA,NA,"",16.33,83.67,"%calc","","","","","Robert, V., Le Goff, G., Andrianaivolambo, L., Randimby, F.M., Domarle, O., Randrianarivelojosia, M., Raharimanga, V., Raveloson, A., Ravaonjanahary, C. and Ariey, F. (2006).  Moderate transmission but high prevalence of malaria in Madagascar. International Journal for Parasitology, 36(12):1273-81"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",31.05,68.95,"%calc","","","","","Robert, V., Le Goff, G., Andrianaivolambo, L., Randimby, F.M., Domarle, O., Randrianarivelojosia, M., Raharimanga, V., Raveloson, A., Ravaonjanahary, C. and Ariey, F. (2006).  Moderate transmission but high prevalence of malaria in Madagascar. International Journal for Parasitology, 36(12):1273-81"
"Sudan","Anopheles arabiensis",NA,NA,NA,"",23.8,76.2,"%","","","","","Himeidan, Y.E., Dukeen, M.Y., El-Rayah, e.l.A. and Adam, I. (2004).  Anopheles arabiensis: abundance and insecticide resistance in an irrigated area of eastern Sudan. Eastern Mediterranean Health Journal, 10(1-2):167-74"
"The Gambia","Anopheles gambiae complex",NA,NA,NA,"",1.29,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",NA,NA,NA,"",1.17,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",NA,NA,NA,"",1.31,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",NA,NA,NA,"",3.43,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",52.17,NA,NA,"HBI (%)",2.5,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",56.25,NA,NA,"HBI (%)",8.33,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",28.57,NA,NA,"HBI (%)",1.96,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",0,NA,NA,"HBI (%)",2.17,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",56.25,NA,NA,"HBI (%)",0.69,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",80,NA,NA,"HBI (%)",2.56,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",54.55,NA,NA,"HBI (%)",0.76,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",84.31,NA,NA,"HBI (%)",1.22,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",83.33,NA,NA,"HBI (%)",2.16,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",65.22,NA,NA,"HBI (%)",1.28,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",61.9,NA,NA,"HBI (%)",0.87,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",81.08,NA,NA,"HBI (%)",1.42,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",0,NA,NA,"HBI (%)",0.63,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",20,NA,NA,"HBI (%)",0.5,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",60,NA,NA,"HBI (%)",0,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"The Gambia","Anopheles gambiae complex",80,NA,NA,"HBI (%)",1.33,NA,"I:O","","","","","Quiñones, M.L., Lines, J.D., Thomson, M.C., Jawara, M., Morris, J. and Greenwood, B.M. (1997).  Anopheles gambiae gonotrophic cycle duration, biting and exiting behaviour unaffected by permethrin-impregnated bednets in The Gambia. Medical and Veterinary Entomology, 11(1):71-8"
"Senegal","Anopheles arabiensis",88.9,NA,NA,"HBI (%)",46,NA,"%","","","","","Dia, I., Diop, T., Rakotoarivony, I., Kengne, P. and Fontenille, D. (2003).  Bionomics of Anopheles gambiae Giles, An. arabiensis Patton, An. funestus Giles and An. nili (Theobald) (Diptera: Culicidae) and transmission of Plasmodium falciparum in a Sudano-Guinean zone (Ngari, Senegal). Journal of Medical Entomology, 40(3):279-83"
"Senegal","Anopheles funestus complex",94.4,NA,NA,"HBI (%)",34.8,NA,"%","","","","","Dia, I., Diop, T., Rakotoarivony, I., Kengne, P. and Fontenille, D. (2003).  Bionomics of Anopheles gambiae Giles, An. arabiensis Patton, An. funestus Giles and An. nili (Theobald) (Diptera: Culicidae) and transmission of Plasmodium falciparum in a Sudano-Guinean zone (Ngari, Senegal). Journal of Medical Entomology, 40(3):279-83"
"Senegal","Anopheles gambiae",100,NA,NA,"HBI (%)",48.4,NA,"%","","","","","Dia, I., Diop, T., Rakotoarivony, I., Kengne, P. and Fontenille, D. (2003).  Bionomics of Anopheles gambiae Giles, An. arabiensis Patton, An. funestus Giles and An. nili (Theobald) (Diptera: Culicidae) and transmission of Plasmodium falciparum in a Sudano-Guinean zone (Ngari, Senegal). Journal of Medical Entomology, 40(3):279-83"
"Senegal","Anopheles nili",100,NA,NA,"HBI (%)",37.8,NA,"%","","","","","Dia, I., Diop, T., Rakotoarivony, I., Kengne, P. and Fontenille, D. (2003).  Bionomics of Anopheles gambiae Giles, An. arabiensis Patton, An. funestus Giles and An. nili (Theobald) (Diptera: Culicidae) and transmission of Plasmodium falciparum in a Sudano-Guinean zone (Ngari, Senegal). Journal of Medical Entomology, 40(3):279-83"
"Ethiopia","Anopheles arabiensis",NA,NA,NA,"",54.2,45.8,"%calc","","t","","","Taye, A., Hadis, M., Adugna, N., Tilahun, D. and Wirtz, R.A. (2006).  Biting behavior and Plasmodium infection rates of Anopheles arabiensis from Sille, Ethiopia. Acta Tropica, 97(1):50-4"
"Ethiopia","Anopheles funestus complex",NA,NA,NA,"",20.9,79.1,"%calc","","","","","Taye, A., Hadis, M., Adugna, N., Tilahun, D. and Wirtz, R.A. (2006).  Biting behavior and Plasmodium infection rates of Anopheles arabiensis from Sille, Ethiopia. Acta Tropica, 97(1):50-4"
"Ethiopia","Anopheles nili complex",NA,NA,NA,"",66.7,33.3,"%calc","","","","","Taye, A., Hadis, M., Adugna, N., Tilahun, D. and Wirtz, R.A. (2006).  Biting behavior and Plasmodium infection rates of Anopheles arabiensis from Sille, Ethiopia. Acta Tropica, 97(1):50-4"
"Senegal","Anopheles funestus complex",NA,NA,NA,"",47.4,52.6,"%calc","","","","","Dia, I., Diallo, D., Duchemin, J.B., Ba, Y., Konate, L., Costantini, C. and Diallo, M. (2005).  Comparisons of human-landing catches and odor-baited entry traps for sampling malaria vectors in Senegal. Journal of Medical Entomology, 42(2):104-9"
"Senegal","Anopheles gambiae complex",NA,NA,NA,"",46,54,"%calc","","","","","Dia, I., Diallo, D., Duchemin, J.B., Ba, Y., Konate, L., Costantini, C. and Diallo, M. (2005).  Comparisons of human-landing catches and odor-baited entry traps for sampling malaria vectors in Senegal. Journal of Medical Entomology, 42(2):104-9"
"Senegal","Anopheles gambiae complex",NA,NA,NA,"",33.6,66.4,"%calc","","","","","Dia, I., Diallo, D., Duchemin, J.B., Ba, Y., Konate, L., Costantini, C. and Diallo, M. (2005).  Comparisons of human-landing catches and odor-baited entry traps for sampling malaria vectors in Senegal. Journal of Medical Entomology, 42(2):104-9"
"Senegal","Anopheles nili complex",NA,NA,NA,"",31.1,68.9,"%calc","","","","","Dia, I., Diallo, D., Duchemin, J.B., Ba, Y., Konate, L., Costantini, C. and Diallo, M. (2005).  Comparisons of human-landing catches and odor-baited entry traps for sampling malaria vectors in Senegal. Journal of Medical Entomology, 42(2):104-9"
"Cameroon","Anopheles arabiensis",NA,NA,NA,"",70.2,29.8,"%calc","","","","","Antonio-Nkondjio, C., Kerah, C.H., Simard, F., Awono-Ambene, P., Chouaibou, M., Tchuinkam, T. and Fontenille, D. (2006).  Complexity of the malaria vectorial system in Cameroon: contribution of secondary vectors to malaria transmission. Journal of Medical Entomology, 43(6):1215-21"
"Cameroon","Anopheles funestus",NA,NA,98.3,"HBI (%calc)",73.3,26.7,"%calc","","","","","Antonio-Nkondjio, C., Kerah, C.H., Simard, F., Awono-Ambene, P., Chouaibou, M., Tchuinkam, T. and Fontenille, D. (2006).  Complexity of the malaria vectorial system in Cameroon: contribution of secondary vectors to malaria transmission. Journal of Medical Entomology, 43(6):1215-21"
"Cameroon","Anopheles gambiae",NA,NA,NA,"",60.5,39.5,"%calc","","","","","Antonio-Nkondjio, C., Kerah, C.H., Simard, F., Awono-Ambene, P., Chouaibou, M., Tchuinkam, T. and Fontenille, D. (2006).  Complexity of the malaria vectorial system in Cameroon: contribution of secondary vectors to malaria transmission. Journal of Medical Entomology, 43(6):1215-21"
"Senegal","Anopheles funestus complex",NA,NA,NA,"",54.1,45.9,"%calc","","","","","Fontenille, D., Lochouarn, L., Diagne, N., Sokhna, C., Lemasson, J.J., Diatta, M., Konate, L., Faye, F., Rogier, C. and Trape, J.F. (1997).  High annual and seasonal variations in malaria transmission by anophelines and vector species composition in Dielmo, a holoendemic area in Senegal. American Journal of Tropical Medicine and Hygiene, 56(3):247-53"
"Senegal","Anopheles gambiae complex",NA,NA,NA,"",48.8,51.2,"%calc","","","","","Fontenille, D., Lochouarn, L., Diagne, N., Sokhna, C., Lemasson, J.J., Diatta, M., Konate, L., Faye, F., Rogier, C. and Trape, J.F. (1997).  High annual and seasonal variations in malaria transmission by anophelines and vector species composition in Dielmo, a holoendemic area in Senegal. American Journal of Tropical Medicine and Hygiene, 56(3):247-53"
"Madagascar","Anopheles arabiensis",NA,NA,NA,"",27.62,72.38,"%calc","","","","","Laganier, R., Randimby, F.M., Rajaonarivelo, V. and Robert, V. (2003).  Is the Mbita trap a reliable tool for evaluating the density of anopheline vectors in the highlands of Madagascar?. Malaria Journal, 2(1):42"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",31.25,68.75,"%calc","","","","","Laganier, R., Randimby, F.M., Rajaonarivelo, V. and Robert, V. (2003).  Is the Mbita trap a reliable tool for evaluating the density of anopheline vectors in the highlands of Madagascar?. Malaria Journal, 2(1):42"
"Cameroon","Anopheles funestus complex",NA,NA,NA,"",50,50,"%","","","","","Antonio-Nkondjio, C., Simard, F., Awono-Ambene, P., Ngassam, P., Toto, J.C., Tchuinkam, T. and Fontenille, D. (2005).  Malaria vectors and urbanization in the equatorial forest region of south Cameroon. Transactions of the Royal Society of Tropical Medicine and Hygiene, 99(5):347-54"
"Cameroon","Anopheles gambiae",NA,NA,NA,"",52,48,"%","","","","","Antonio-Nkondjio, C., Simard, F., Awono-Ambene, P., Ngassam, P., Toto, J.C., Tchuinkam, T. and Fontenille, D. (2005).  Malaria vectors and urbanization in the equatorial forest region of south Cameroon. Transactions of the Royal Society of Tropical Medicine and Hygiene, 99(5):347-54"
"Cameroon","Anopheles moucheti",NA,NA,NA,"",43,57,"%","","","","","Antonio-Nkondjio, C., Simard, F., Awono-Ambene, P., Ngassam, P., Toto, J.C., Tchuinkam, T. and Fontenille, D. (2005).  Malaria vectors and urbanization in the equatorial forest region of south Cameroon. Transactions of the Royal Society of Tropical Medicine and Hygiene, 99(5):347-54"
"Cameroon","Anopheles moucheti",NA,NA,NA,"",66,34,"%","","","","","Antonio-Nkondjio, C., Simard, F., Awono-Ambene, P., Ngassam, P., Toto, J.C., Tchuinkam, T. and Fontenille, D. (2005).  Malaria vectors and urbanization in the equatorial forest region of south Cameroon. Transactions of the Royal Society of Tropical Medicine and Hygiene, 99(5):347-54"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",50,50,"%calc","t","t","","","Fontenille, D. and Rakotoarivony, I. (1988).  Reappearance of Anopheles funestus as a malaria vector in the Antananarivo region, Madagascar. Transactions of the Royal Society of Tropical Medicine and Hygiene, 82(4):644-5"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",54.35,45.65,"%calc","t","t","","","Fontenille, D. and Rakotoarivony, I. (1988).  Reappearance of Anopheles funestus as a malaria vector in the Antananarivo region, Madagascar. Transactions of the Royal Society of Tropical Medicine and Hygiene, 82(4):644-5"
"Kenya","Anopheles funestus complex",NA,NA,NA,"",100,0,"%calc","","","","","Mbogo, C.N., Snow, R.W., Khamala, C.P., Kabiru, E.W., Ouma, J.H., Githure, J.I., Marsh, K. and Beier, J.C. (1995).  Relationships between Plasmodium falciparum transmission by vector populations and the incidence of severe disease at nine sites on the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 52(3):201-6"
"Kenya","Anopheles gambiae complex",NA,NA,NA,"",88.5,11.5,"%calc","","","","","Mbogo, C.N., Snow, R.W., Khamala, C.P., Kabiru, E.W., Ouma, J.H., Githure, J.I., Marsh, K. and Beier, J.C. (1995).  Relationships between Plasmodium falciparum transmission by vector populations and the incidence of severe disease at nine sites on the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 52(3):201-6"
"Eritrea","Anopheles arabiensis",NA,NA,71.04,"HBI (%)",43.5,56.5,"%calc","","","","","Shililu, J., Ghebremeskel, T., Seulu, F., Mengistu, S., Fekadu, H., Zerom, M., Asmelash, G.E., Sintasath, D., Mbogo, C., Githure, J., Brantly, E., Beier, J.C. and Novak, R.J. (2004).  Seasonal abundance, vector behavior, and malaria parasite transmission in Eritrea. Journal of the American Mosquito Control Association, 20(2):155-64"
"Kenya","Anopheles arabiensis",NA,NA,NA,"",95,5,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Kenya","Anopheles arabiensis",NA,NA,NA,"",100,0,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Kenya","Anopheles arabiensis",NA,4,NA,"HBI (%)",96,4,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Kenya","Anopheles gambiae",NA,NA,NA,"",100,0,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Kenya","Anopheles gambiae",NA,NA,NA,"",88.9,11.1,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Kenya","Anopheles gambiae",NA,25,NA,"HBI (%)",95,5,"%calc","","","","","Petrarca, V., Beier, J.C., Onyango, F., Koros, J., Asiago, C., Koech, D.K. and Roberts, C.R. (1991).  Species composition of the Anopheles gambiae complex (diptera: Culicidae) at two sites in western Kenya. Journal of Medical Entomology, 28(3):307-13"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",24,76,"%","t","","","","Lepers, J.P., Fontenille, D., Rason, M.D., Chougnet, C., Astagneau, P., Coulanges, P. and Deloron, P. (1991).  Transmission and epidemiology of newly transmitted falciparum malaria in the central highland plateaux of Madagascar. Annals of Tropical Medicine and Parasitology, 85(3):297-304"
"Madagascar","Anopheles funestus complex",66,NA,NA,"HBI (%)",44.7,55.3,"%","","","","","Ravoahangimalala, R.O., Rakotoarivony, H.L., Le Goff, G. and Fontenille, D. (2003).  [Ecoethology of vectors and transmission of malaria in the lowland rice growing region of Mandritsara, Madagascar ]. Bulletin de la Société de Pathologie Exotique, 96(4):323-8"
"Madagascar","Anopheles funestus complex",58,NA,NA,"HBI (%)",62.1,37.9,"%","","","","","Ravoahangimalala, R.O., Rakotoarivony, H.L., Le Goff, G. and Fontenille, D. (2003).  [Ecoethology of vectors and transmission of malaria in the lowland rice growing region of Mandritsara, Madagascar ]. Bulletin de la Société de Pathologie Exotique, 96(4):323-8"
"Madagascar","Anopheles arabiensis",21.6,NA,7.8,"HBI (%)",27.5,72.5,"%","","","","","Rajaonarivelo, V., Le Goff, G., Cot, M. and Brutus, L. (2004).  [Anopheles and malaria transmission in Ambohimena, a village in the Occidental fringe of Madagascar Highlands]. Parasite, 11(1):75-82"
"Madagascar","Anopheles funestus complex",64.1,25,40,"HBI (%)",35.3,64.7,"%","","","","","Rajaonarivelo, V., Le Goff, G., Cot, M. and Brutus, L. (2004).  [Anopheles and malaria transmission in Ambohimena, a village in the Occidental fringe of Madagascar Highlands]. Parasite, 11(1):75-82"
"Senegal","Anopheles funestus complex",NA,NA,NA,"",59,41,"%","","","","","Konate, L., Diagne, N., Brahimi, K., Faye, O., Legros, F., Rogier, C., Petrarca, V. and Trape, J.F. (1994).  [Biology of the vectors and transmission of Plasmodium falciparum, P. malariae and P. ovale in a village in the savanna of west Africa (Dielmo, Senegal)]. Parasite, 1(4):325-33"
"Senegal","Anopheles gambiae complex",NA,NA,NA,"",53,47,"%","","","","","Konate, L., Diagne, N., Brahimi, K., Faye, O., Legros, F., Rogier, C., Petrarca, V. and Trape, J.F. (1994).  [Biology of the vectors and transmission of Plasmodium falciparum, P. malariae and P. ovale in a village in the savanna of west Africa (Dielmo, Senegal)]. Parasite, 1(4):325-33"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",46,54,"%calc","","","","","Fontenille, D., Lepers, J.P., Campbell, G.H., Rakotoarivony, I., Coluzzi, M. and Coulanges, P. (1990).  [Malaria vectors and their role in transmission, in Manarintsoa in the Highland Plateaux of Madagascar from 1988 to 1990]. Archives de l'Institut Pasteur de Madagascar, 57(1):335-68"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",58.3,41.7,"%calc","","","","","Fontenille, D., Lepers, J.P., Campbell, G.H., Rakotoarivony, I., Coluzzi, M. and Coulanges, P. (1990).  [Malaria vectors and their role in transmission, in Manarintsoa in the Highland Plateaux of Madagascar from 1988 to 1990]. Archives de l'Institut Pasteur de Madagascar, 57(1):335-68"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",32.4,67.6,"%calc","","","","","Fontenille, D., Lepers, J.P., Campbell, G.H., Rakotoarivony, I., Coluzzi, M. and Coulanges, P. (1990).  [Malaria vectors and their role in transmission, in Manarintsoa in the Highland Plateaux of Madagascar from 1988 to 1990]. Archives de l'Institut Pasteur de Madagascar, 57(1):335-68"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",25.8,74.2,"%calc","","","","","Fontenille, D., Lepers, J.P., Campbell, G.H., Rakotoarivony, I., Coluzzi, M. and Coulanges, P. (1990).  [Malaria vectors and their role in transmission, in Manarintsoa in the Highland Plateaux of Madagascar from 1988 to 1990]. Archives de l'Institut Pasteur de Madagascar, 57(1):335-68"
"Cameroon","Anopheles melas",NA,NA,NA,"",96.1,3.9,"%calc","","","","","Antonio-Nkondjio, C., Kerah, C.H., Simard, F., Awono-Ambene, P., Chouaibou, M., Tchuinkam, T. and Fontenille, D. (2006).  Complexity of the malaria vectorial system in Cameroon: contribution of secondary vectors to malaria transmission. Journal of Medical Entomology, 43(6):1215-21"
"Cameroon","Anopheles moucheti",NA,NA,98.7,"HBI (%calc)",73.9,26.1,"%calc","","","","","Antonio-Nkondjio, C., Kerah, C.H., Simard, F., Awono-Ambene, P., Chouaibou, M., Tchuinkam, T. and Fontenille, D. (2006).  Complexity of the malaria vectorial system in Cameroon: contribution of secondary vectors to malaria transmission. Journal of Medical Entomology, 43(6):1215-21"
"Madagascar","Anopheles funestus complex",NA,NA,NA,"",100,0,"%calc","","","","","Champetier de Ribes, G., Rakotoson, J.D., Ranaivoson, G. and Rabeson, D. (1996).  [Role of Anopheles funestus in the transmission of malaria in the south of Madagascar (Ampanihy district)]. Archives de l'Institut Pasteur de Madagascar, 63(1-2):12-5"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",21.43,78.57,"%calc","","","","","Champetier de Ribes, G., Rakotoson, J.D., Ranaivoson, G. and Rabeson, D. (1996).  [Role of Anopheles funestus in the transmission of malaria in the south of Madagascar (Ampanihy district)]. Archives de l'Institut Pasteur de Madagascar, 63(1-2):12-5"
"Madagascar","Anopheles gambiae complex",NA,NA,NA,"",0,100,"%calc","","","","","Champetier de Ribes, G., Rakotoson, J.D., Ranaivoson, G. and Rabeson, D. (1996).  [Role of Anopheles funestus in the transmission of malaria in the south of Madagascar (Ampanihy district)]. Archives de l'Institut Pasteur de Madagascar, 63(1-2):12-5"
