source_id,country,site,lat,long,area_type,insecticide_control,control_type,month_start,month_end,year_start,year_end,season_given,season_calc,species,assi,id_1,id_2,biology_sampling_1,biology_sampling_2,biology_sampling_3,biology_sampling_n,parity_n,parity_total,parity_percent,daily_survival_rate_percent,fecundity,gonotrophic_cycle_days,infection_sampling_1,infection_sampling_2,infection_sampling_3,infection_sampling_n,sr_dissection_n,sr_dissection_total,sr_dissection_percent,sr_csp_n,sr_csp_pf_n,sr_csp_pv_n,sr_csp_pv_210_n,sr_csp_pv_247_n,sr_csp_pm_n,sr_csp_po_n,sr_csp_total,sr_csp_percent,sr_csp_pf_percent,sr_csp_pv_percent,sr_csp_pv_210_percent,sr_csp_pv_247_percent,sr_csp_pm_percent,sr_csp_po_percent,oocyst_n,oocyst_total,oocyst_percent,eir,eir_period,ext_incubation_period_days,indoor_hbr_sampling,indoor_hbr,outdoor_hbr_sampling,outdoor_hbr,combined_hbr_sampling_1,combined_hbr_sampling_2,combined_hbr_sampling_3,combined_hbr_sampling_n,combined_hbr,hbr_unit,indoor_host_sampling,indoor_host_n,indoor_host_total,indoor_host,outdoor_host_sampling,outdoor_host_n,outdoor_host_total,outdoor_host,combined_host_sampling_1,combined_host_sampling_2,combined_host_sampling_3,combined_host_sampling_n,combined_host_n,combined_host_total,combined_host,host_unit,other_host_sampling_1,other_host_sampling_2,other_host_sampling_3,other_host_sampling_n,other_host_n,other_host_total,other_host,other_host_unit,indoor_number_sampling_nights_biting,indoor_biting_sampling,indoor_biting_n,indoor_biting_total,indoor_biting,outdoor_number_sampling_nights_biting,outdoor_biting_sampling,outdoor_biting_n,outdoor_biting_total,outdoor_biting,indoor_outdoor_biting_units,indoor_number_sampling_nights_biting_activity,indoor_1830_2130,indoor_2130_0030,indoor_0030_0330,indoor_0330_0630,outdoor_number_sampling_nights_biting_activity,outdoor_1830_2130,outdoor_2130_0030,outdoor_0030_0330,outdoor_0330_0630,combined_number_sampling_nights_biting_activity,combined_1830_2130,combined_2130_0030,combined_0030_0330,combined_0330_0630,indoor_resting_sampling,indoor_unfed,indoor_fed,indoor_gravid,indoor_total,outdoor_resting_sampling,outdoor_unfed,outdoor_fed,outdoor_gravid,outdoor_total,other_resting_sampling,other_unfed,other_fed,other_gravid,other_total,resting_unit,citation,pubmed_id
447,Sudan,El manshia village,15.598,32.578,point,,,5,6,1996,1996,dry,,Anopheles arabiensis,No detail on how specimens were identified.,M,,MBI,MBO,HRI,,10,21,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,3.6,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Sayed, B.B., Arnot, D.E., Mukhtar, M.M., Baraka, O.Z., Dafalla, A.A., Elnaiem, D.E. and Nugud, A.H. (2000).  A study of the urban malaria transmission problem in Khartoum. Acta Tropica, 75(2):163-71",10708656
447,Sudan,El manshia village,15.598,32.578,point,,,7,9,1996,1996,rainy,,Anopheles arabiensis,No detail on how specimens were identified.,M,,MBI,MBO,HRI,,61,120,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,5.92,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Sayed, B.B., Arnot, D.E., Mukhtar, M.M., Baraka, O.Z., Dafalla, A.A., Elnaiem, D.E. and Nugud, A.H. (2000).  A study of the urban malaria transmission problem in Khartoum. Acta Tropica, 75(2):163-71",10708656
447,Sudan,El manshia village,15.598,32.578,point,,,10,12,1996,1996,dry,,Anopheles arabiensis,No detail on how specimens were identified.,M,,MBI,MBO,HRI,,52,80,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,2.73,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Sayed, B.B., Arnot, D.E., Mukhtar, M.M., Baraka, O.Z., Dafalla, A.A., Elnaiem, D.E. and Nugud, A.H. (2000).  A study of the urban malaria transmission problem in Khartoum. Acta Tropica, 75(2):163-71",10708656
455,Senegal,Thiaye,14.914,-17.069,point,,,7,10,1991,1991,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,MBI,MBO,,,208,366,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,18.8,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye,14.914,-17.069,point,,,11,6,1991,1992,,dry,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,HRI,,,,,44,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,0.5,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye,14.914,-17.069,point,,,7,10,1992,1992,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,MBI,MBO,,,231,298,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,37.2,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye,14.914,-17.069,point,,,11,6,1992,1993,,dry,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBI,MBO,,,0.1,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Ngajaga,14.967,-17.05,point,,,7,10,1991,1991,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,HRI,,,,,56,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Ngajaga,14.967,-17.05,point,,,7,10,1992,1992,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,HRI,,,,,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye and Ngajaga,14.914,-17.069,point,,,7,10,1991,1991,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,,,,,,,,,,,MBI,MBO,HRI,,2,926,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye and Ngajaga,14.914,-17.069,point,,,11,6,1991,1992,,dry,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,,,,,,,,,,,MBI,MBO,HRI,,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye and Ngajaga,14.914,-17.069,point,,,7,10,1992,1992,,rainy,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,,,,,,,,,,,MBI,MBO,HRI,,0,1555,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
455,Senegal,Thiaye and Ngajaga,14.914,-17.069,point,,,11,6,1992,1993,,dry,Anopheles gambiae complex,"""388/3757 identified. 357/388 An. arabiensis, 30/388 An. gambiae s.s, 1/388 An. melas""",M,PCR,,,,,,,,,,,MBI,MBO,HRI,,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faye, O., Gaye, O., Fontenille, D., Hébrard, G., Konate, L., Sy, N., Hervé, J.P., Touré, Y., Diallo, S. and Molez, J.F. (1995).  [Drought and malaria decrease in the Niayes area of Senegal]. Santé , 5(5):299-305",8777544
476,Sudan,Asar & Daraweesh,13.934,35.497,point,f,,4,10,1994,1995,,,Anopheles arabiensis,Authors state this is the only member of An. gambiae s.l. found in this area,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,500,83.4,,,,,,,,,,,,HBI (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,,,,,,,,,,,,,,,,,,,"Hamad, A.A., Nugud, A.e.l.H., Arnot, D.E., Giha, H.A., Abdel-Muhsin, A.M., Satti, G.M., Theander, T.G., Creasey, A.M., Babiker, H.A. and Elnaiem, D.E. (2002).  A marked seasonality of malaria transmission in two rural sites in eastern Sudan. Acta Tropica, 83(1):71-82",12062795
476,Sudan,Asar,13.922,35.515,point,f,,4,10,1994,1995,,,Anopheles arabiensis,Authors state this is the only member of An. gambiae s.l. found in this area,M,,,,,,,,,,,,MBI,MBO,HRI,,9,580,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,86.3,,,,,,,,,,,,HBI (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamad, A.A., Nugud, A.e.l.H., Arnot, D.E., Giha, H.A., Abdel-Muhsin, A.M., Satti, G.M., Theander, T.G., Creasey, A.M., Babiker, H.A. and Elnaiem, D.E. (2002).  A marked seasonality of malaria transmission in two rural sites in eastern Sudan. Acta Tropica, 83(1):71-82",12062795
476,Sudan,Daraweesh,13.933,35.498,point,f,,4,10,1994,1995,,,Anopheles arabiensis,Authors state this is the only member of An. gambiae s.l. found in this area,M,,,,,,,,,,,,MBI,MBO,HRI,,1,117,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HRI,,,76.6,,,,,,,,,,,,HBI (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamad, A.A., Nugud, A.e.l.H., Arnot, D.E., Giha, H.A., Abdel-Muhsin, A.M., Satti, G.M., Theander, T.G., Creasey, A.M., Babiker, H.A. and Elnaiem, D.E. (2002).  A marked seasonality of malaria transmission in two rural sites in eastern Sudan. Acta Tropica, 83(1):71-82",12062795
4467,Equatorial Guinea,30 sites in Equatorial Guinea,,,polygon large,f,,12,7,2006,2007,,,Anopheles funestus,Collected from 14/30 sites. All of /120 specimens identified were An. funestus s.s.,M,PCR,,,,,,,,,,,WinExit,,,,,,,,,,,,,,49,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ridl, F.C., Bass, C., Torrez, M., Govender, D., Ramdeen, V., Yellot, L., Edu, A.E., Schwabe, C., Mohloai, P., Maharaj, R. and Kleinschmidt, I. (2008).  A pre-intervention study of malaria vector abundance in Rio Muni, Equatorial Guinea: their role in malaria transmission and the incidence of insecticide resistance alleles. Malaria Journal, 7:194",18823554
4467,Equatorial Guinea,30 sites in Equatorial Guinea,,,polygon large,f,,12,7,2006,2007,,,Anopheles gambiae,930/4808 An. gambiae s.l. identified. 776/930 were An. gambiae s.s.,M,PCR,,,,,,,,,,,WinExit,,,,,,,,,,,,,,603,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ridl, F.C., Bass, C., Torrez, M., Govender, D., Ramdeen, V., Yellot, L., Edu, A.E., Schwabe, C., Mohloai, P., Maharaj, R. and Kleinschmidt, I. (2008).  A pre-intervention study of malaria vector abundance in Rio Muni, Equatorial Guinea: their role in malaria transmission and the incidence of insecticide resistance alleles. Malaria Journal, 7:194",18823554
4467,Equatorial Guinea,30 sites in Equatorial Guinea,,,polygon large,f,,12,7,2006,2007,,,Anopheles moucheti,Collected from 22/30 sites. All of /1069 specimens identified were An. moucheti.,M,PCR,,,,,,,,,,,WinExit,,,,,,,,,,,,,,126,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ridl, F.C., Bass, C., Torrez, M., Govender, D., Ramdeen, V., Yellot, L., Edu, A.E., Schwabe, C., Mohloai, P., Maharaj, R. and Kleinschmidt, I. (2008).  A pre-intervention study of malaria vector abundance in Rio Muni, Equatorial Guinea: their role in malaria transmission and the incidence of insecticide resistance alleles. Malaria Journal, 7:194",18823554
505,Democratic Republic of the Congo,Kinkole,-4.322,15.52,point,f,,2,11,1990,1990,,,Anopheles gambiae complex,,M,,MBI,MBO,HRI,,,,76.2,87,,,MBI,MBO,HRI,,,,2.6,,,,,,,,,,,,,,,,,,,0,day,,,,,,MBI,MBO,,,3.6,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karch, S., Garin, B., Asidi, N., Manzambi, Z., Salaun, J.J. and Mouchet, J. (1993).  [Mosquito nets impregnated against malaria in Zaire]. Annales de la Société Belge de Médecine Tropicale, 73(1):37-53",8323407
505,Democratic Republic of the Congo,Kinkole,-4.322,15.52,point,f,,2,11,1991,1991,,,Anopheles gambiae complex,,M,,MBI,MBO,HRI,,,,71.3,87.3,,,MBI,MBO,HRI,,,,3.9,,,,,,,,,,,,,,,,,,,0,day,,,,,,MBI,MBO,,,3.2,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karch, S., Garin, B., Asidi, N., Manzambi, Z., Salaun, J.J. and Mouchet, J. (1993).  [Mosquito nets impregnated against malaria in Zaire]. Annales de la Société Belge de Médecine Tropicale, 73(1):37-53",8323407
505,Democratic Republic of the Congo,Mbansale,-4.252,15.635,wide area,f,,2,11,1990,1990,,,Anopheles gambiae complex,,M,,MBI,MBO,HRI,,,,78,90.5,,,MBI,MBO,HRI,,,,3.5,,,,,,,,,,,,,,,,,,,0,day,,,,,,MBI,MBO,,,13.7,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karch, S., Garin, B., Asidi, N., Manzambi, Z., Salaun, J.J. and Mouchet, J. (1993).  [Mosquito nets impregnated against malaria in Zaire]. Annales de la Société Belge de Médecine Tropicale, 73(1):37-53",8323407
505,Democratic Republic of the Congo,Mbansale,-4.252,15.635,wide area,f,,2,11,1991,1991,,,Anopheles gambiae complex,,M,,MBI,MBO,HRI,,,,75.1,89.2,,,MBI,MBO,HRI,,,,4.8,,,,,,,,,,,,,,,,,,,1,day,,,,,,MBI,MBO,,,18.7,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karch, S., Garin, B., Asidi, N., Manzambi, Z., Salaun, J.J. and Mouchet, J. (1993).  [Mosquito nets impregnated against malaria in Zaire]. Annales de la Société Belge de Médecine Tropicale, 73(1):37-53",8323407
528,The Gambia,Bakau,13.484,-16.683,point,t,combination,6,5,1988,1989,,,Anopheles gambiae complex,Subset of 289 An. gambiae s.s. identified based on palpal ratio. 215/289 were assumed to be An. gambiae s.s. (rather than An. arabiensis) and the remainder were considered An. melas.,M,palpal ratio,,,,,,,,,,,HRI,MB,,,,,,2,,,,,,,206,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lindsay, S.W., Campbell, H., Adiamah, J.H., Greenwood, A.M., Bangali, J.E. and Greenwood, B.M. (1990).  Malaria in a peri-urban area of The Gambia. Annals of Tropical Medicine and Parasitology, 84(6):553-62",2076033
546,Kenya,Dabaso,-3.3397,40.0007,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,,,,,,,,0,,,,,,,,,,,,,,HRI,0,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Garithe,-2.9966,40.1953,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,14,0,,,,,,,,,,0,day,,HRI,0.08,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Kagombani,-3.5385,39.6096,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,10,0,,,,,,,,,,0,day,,HRI,0.03,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Majenjeni,-3.1403,40.1405,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,18,0,,,,,,,,,,0,day,,HRI,0.03,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Masheheni,-3.1281,40.109,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,,,,,,,,9,11.11,,,,,,,,,,0,day,,HRI,0.05,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Maziwani,-3.2085,40.0699,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,86,0,,,,,,,,,,0,day,,HRI,0.23,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Mbaraka Chembe,-3.294,40.0843,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,1,0,,,,,,,,,,0,day,,HRI,0.01,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Mjanaheri,-3.068,40.1405,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,8,0,,,,,,,,,,0,day,,HRI,0.06,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Paziani,-3.5881,39.5266,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,0,,,,,,,45,0,,,,,,,,,,0,day,,HRI,0.12,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Mijomboni,-3.2599,40.0122,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,,,,,,,,37,5.41,,,,,,,,,,0,day,,HRI,0.1,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
546,Kenya,Barani,-3.924,39.7675,point,,,6,5,1997,1998,,,Anopheles funestus complex,,M,,,,,,,,,,,,HRI,,,,,,,,,,,,,,196,3.57,,,,,,,,,,0,day,,HRI,0.72,,,,,,,,HBR (night),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mbogo, C.M., Mwangangi, J.M., Nzovu, J., Gu, W., Yan, G., Gunter, J.T., Swalm, C., Keating, J., Regens, J.L., Shililu, J.I., Githure, J.I. and Beier, J.C. (2003).  Spatial and temporal heterogeneity of Anopheles mosquitoes and Plasmodium falciparum transmission along the Kenyan coast. American Journal of Tropical Medicine and Hygiene, 68(6):734-42",12887036
